brand,product,product_image,like_number,review,mini,capacity,price,first_category,second_category
로레알파리,엑스트라 오디네리 보태니컬 오일,https://d33ur1yh5ph6b5.cloudfront.net/87d19a54-459c-4f4f-b391-03675f326a0d,2,25,6,100ml,19000,8,78
힐링버드,힐링버드 울트라 프로틴 헤어오일 리치,https://d33ur1yh5ph6b5.cloudfront.net/2a6ec541-dfff-4eea-9a69-d853320b5104,0,12,8,100ml,22000,8,78
로레알파리,엑스트라 오디네리 로즈 오일,https://d33ur1yh5ph6b5.cloudfront.net/658a517d-4e7c-444f-ba9e-260f28e8cf1e,15,13,15,100ml,19000,8,78
실크테라피,오리지널 헤어 에센스,https://d33ur1yh5ph6b5.cloudfront.net/91b6bf46-4a9f-415b-878c-d8883ea2a24c,0,4,17,150ml,39500,8,78
CFC LAB,아르간 글로우 헤어오일,https://d33ur1yh5ph6b5.cloudfront.net/f43580e0-dbf0-4386-9618-9fd826eeca3d,4,11,4,110ml,25000,8,78
뷰티레시피,탱글드 데미지 컨트롤 헤어에센스,https://d33ur1yh5ph6b5.cloudfront.net/7dda1f15-e111-4409-bfb2-dc6382cf34cc,1,3,3,120ml,32000,8,78
로레알 파리,엑스트라 오디네리 오일 리치,https://d33ur1yh5ph6b5.cloudfront.net/bae7bd9c-3e51-11e4-9866-06f4fe0000b5,7,4,10,100ml,18000,8,78
케라시스,케라마이드 극손상 클리닉 세럼,https://d33ur1yh5ph6b5.cloudfront.net/27e9d685-fb03-4b90-86d0-4d54ec9c55c4,1,3,3,70ml,6800,8,78
힐링버드,데미지 리커버리 헤어오일 [열손상케어],https://d33ur1yh5ph6b5.cloudfront.net/a4a0d52a-164c-494e-863f-7abcbc4646c3,0,4,1,80ml,15000,8,78
미쟝센,퍼펙트 베이스업 에센스,https://d33ur1yh5ph6b5.cloudfront.net/85611990-f5dc-4234-95d6-0ffb23b34094,1,3,2,100ml,13000,8,78
멜로우터치,실키 헤어 트리트먼트 에센스,https://d33ur1yh5ph6b5.cloudfront.net/a06c8feb-cd43-47c4-9f5f-e412d40ef4e8,0,3,1,180ml,19500,8,78
미쟝센,컬링 에센스 2X,https://d33ur1yh5ph6b5.cloudfront.net/25491608-21ae-4207-a6e2-6cc31cd8d497,0,2,2,150ml,10000,8,78
실크테라피,실크 인 캡슐 헤어 마스크,https://d33ur1yh5ph6b5.cloudfront.net/f04d2455-4811-45d9-9603-778f25748276,7,29,2,24ml,12000,8,78
더페이스샵,체리 블라썸 클리어 헤어미스트,https://d33ur1yh5ph6b5.cloudfront.net/aec84747-1c2a-4e35-945a-b4601f40954b,92,6,36,100ml,4400,8,79
스테이얼,헤어 향수 미스트 [로즈 홀릭],https://d33ur1yh5ph6b5.cloudfront.net/d388fe84-5622-46fb-8dc8-473e8123b206,0,4,3,60ml,8900,8,79
마쉐리,퍼펙트 샤워 웨이브 EX,https://d33ur1yh5ph6b5.cloudfront.net/726d37e4-4b49-4feb-a1b7-0cf2800f3353,0,2,0,250ml,12000,8,79
샤넬,샹스 오 땅드르 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/5079a55d-4225-11e4-9866-06f4fe0000b5,0,1,2,35ml,56000,8,79
실크테라피,실크미스트,https://d33ur1yh5ph6b5.cloudfront.net/9136be0c-cdf0-45a8-82a2-9853e69540cc,0,1,2,60ml,11000,8,79
츠바키,츠바키 헤어워터 산뜻한 타입 S,https://d33ur1yh5ph6b5.cloudfront.net/e26f474c-254b-4bdd-a536-5d1504778a38,0,0,3,220ml,16000,8,79
더블유랩(W.Lab),퍼퓸 드라이 헤어 부스터,https://d33ur1yh5ph6b5.cloudfront.net/4c25cfc6-6a74-488f-b6ba-71711e00322b,0,1,0,135ml,20000,8,79
아모스프로페셔널,칼라포스 씨씨 미스트,https://d33ur1yh5ph6b5.cloudfront.net/1a0a0f1e-4e44-4e6e-932b-cd46e49a5800,0,1,0,140g,13000,8,79
어퓨,슈퍼 단백질 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/3c748598-c365-41df-98b8-4e5e03e4758e,0,1,0,105ml,7500,8,79
샤넬,샹스 오 비브 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/d3706637-b277-406a-87bc-0cb0629d8f39,0,1,0,35ml,64000,8,79
실크테라피,실크테라피인퓨젼미스트,https://d33ur1yh5ph6b5.cloudfront.net/2aa9a883-ffc2-47c9-ba59-456a476cd479,0,1,1,160ml,39500,8,79
샤넬,샹스 오 후레쉬 헤어미스트,https://d33ur1yh5ph6b5.cloudfront.net/4830855f-4225-11e4-a530-06530c0000b4,0,0,1,35ml,56000,8,79
이니스프리,카멜리아 샤인 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/69f38544-39b8-11e4-ae91-06a6fa0000b9,2,0,1,150ml,9500,8,79
샤넬,코코 마드모아젤 후레쉬 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/37fd55c3-4225-11e4-9866-06f4fe0000b5,0,1,1,35ml,56000,8,79
아오아,모이스처 리프레싱 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/795a5cd3-5a33-4e06-9527-95ebfb21b2e1,2,0,1,250ml,12000,8,79
스킨푸드,애플망고 볼륨 에센스 미스트,https://d33ur1yh5ph6b5.cloudfront.net/f683eaf9-39bd-11e4-ae91-06a6fa0000b9,2,0,1,100ml,5900,8,79
더페이스샵,피치 플로랄 클리어 헤어 미스트,https://d33ur1yh5ph6b5.cloudfront.net/41fa36f8-3f09-11e4-a530-06530c0000b4,5,0,0,100ml,4400,8,79
스킨푸드,리치 에센스 미스트,https://d33ur1yh5ph6b5.cloudfront.net/f7aa6987-39bd-11e4-a530-06530c0000b4,1,1,0,100ml,5900,8,79
실크테라피,실크 인 캡슐 헤어 마스크,https://d33ur1yh5ph6b5.cloudfront.net/f04d2455-4811-45d9-9603-778f25748276,7,29,2,24ml,12000,8,79
댕기머리,옐로우블라썸 샴푸,https://d33ur1yh5ph6b5.cloudfront.net/9ba1fbc4-cfa2-496c-9394-e465b4ffc4a7,4,45,11,400ml,18000,8,80
미쟝센,헬로우 버블 폼 컬러 [10G 바닐라골드],https://d33ur1yh5ph6b5.cloudfront.net/52415348-d39d-4280-b4ab-16f693a5a270,10,8,5,90ml,13000,8,80
마몽드,팡팡 헤어 섀도우[ 06호 동안헤어],https://d33ur1yh5ph6b5.cloudfront.net/f2b8c493-3a2a-11e4-ae91-06a6fa0000b9,13,6,6,4g,14000,8,80
미샤,세븐데이즈 컬러링 헤어 트리트먼트 [애쉬 그레이],https://d33ur1yh5ph6b5.cloudfront.net/05607762-3201-4087-9c87-b6e977f32402,1,6,2,50ml,5500,8,80
미샤,세븐데이즈 컬러링 헤어 트리트먼트 [애쉬 딥블루],https://d33ur1yh5ph6b5.cloudfront.net/21d1d18b-7446-4a0b-a5ac-26e12f8e0c74,1,6,1,50ml,5500,8,80
토니모리,베리트렌디 헤어컬러 틴트 [01패션레드],https://d33ur1yh5ph6b5.cloudfront.net/3780b07f-e4ea-4109-a7d0-e17e33671c18,38,2,5,3.3g,6500,8,80
미샤,세븐데이즈 컬러링 헤어 트리트먼트 [애쉬 브라운],https://d33ur1yh5ph6b5.cloudfront.net/284fce94-6231-4df7-8553-66d9ef82e590,0,6,0,50ml,5500,8,80
미샤,세븐데이즈 컬러링 헤어 트리트먼트 [애쉬 블랙],https://d33ur1yh5ph6b5.cloudfront.net/7aa62269-b078-4d1a-830a-e417bfcfe869,0,6,0,50ml,5500,8,80
미샤,세븐데이즈 컬러링 헤어 트리트먼트 [애쉬 퍼플],https://d33ur1yh5ph6b5.cloudfront.net/a663bd3e-40e7-4b82-a34e-8de8ff332ea8,0,6,0,50ml,5500,8,80
미쟝센,헬로우 버블 폼 컬러[ 7K 애쉬카키브라운],https://d33ur1yh5ph6b5.cloudfront.net/2ee1a86b-1b57-4823-bc4d-59280ff8eac3,10,7,3,90ml,13000,8,80
미쟝센,헬로우 버블 폼 컬러 [6N 초코브라운],https://d33ur1yh5ph6b5.cloudfront.net/6ea70aa0-a919-4db0-bf6e-219671618c04,2,2,5,90ml,13000,8,80
어퓨,라즈베리 헤어 식초,https://d33ur1yh5ph6b5.cloudfront.net/a85c7ec4-0e74-4805-97f2-fd46e72dc296,1,2,1,200ml,7000,8,80
아리따움,컬러라이즈 헤어블리치,https://d33ur1yh5ph6b5.cloudfront.net/dceb460e-39a9-11e4-92f0-06fd000000c2,12,4,1,2ea,2500,8,80
스킨푸드,아르간 오일 실크 플러스 헤어 에센스,https://d33ur1yh5ph6b5.cloudfront.net/4e53cd30-c0ce-4f7c-9b25-df1c965e6f7d,0,3,1,100ml,10000,8,80
스킨푸드,아르간오일 실크 헤어에센스,https://d33ur1yh5ph6b5.cloudfront.net/f3e3287a-39bd-11e4-ae91-06a6fa0000b9,36,4,5,100ml,10000,8,80
더페이스샵,퀵 헤어 섀도우,https://d33ur1yh5ph6b5.cloudfront.net/5a687cc3-3f09-11e4-ae91-06a6fa0000b9,12,2,0,20g,12900,8,80
미샤,세븐데이즈 컬러링 헤어 트리트먼트 [체리레드],https://d33ur1yh5ph6b5.cloudfront.net/948c4e05-92eb-439d-8ab5-056a0c6a255c,3,2,1,25ml,3000,8,80
이니스프리,리얼 헤어 메이크업 틴트 [2호 깊은 밤 에스프레소 브라운],https://d33ur1yh5ph6b5.cloudfront.net/6812cac7-0518-4053-83db-9f1cb0cf32a6,1,2,1,2.5g,12000,8,80
실크테라피,실크 인 캡슐 헤어 마스크,https://d33ur1yh5ph6b5.cloudfront.net/f04d2455-4811-45d9-9603-778f25748276,7,29,2,24ml,12000,8,80
아리따움,헤어 스트레이트 크림,https://d33ur1yh5ph6b5.cloudfront.net/b9b48897-39a9-11e4-a530-06530c0000b4,0,5,1,200ml,6000,8,81
제이숲,퍼플제이 볼륨 마스터 펌,https://d33ur1yh5ph6b5.cloudfront.net/6d1c1de6-d071-4155-9906-76a5ef4bd142,0,2,0,120ml,15000,8,81
어퓨,잔머리 픽스 스틱,https://d33ur1yh5ph6b5.cloudfront.net/fdc72175-3fd4-11e4-9866-06f4fe0000b5,24,3,3,15g,7000,8,81
제이숲,레드제이 힐링픽서,https://d33ur1yh5ph6b5.cloudfront.net/94a0fa28-0731-4571-a312-3d9c1b795c12,1,1,1,200ml,25000,8,81
보다나,홀리데이 로즈골드 에디션,https://d33ur1yh5ph6b5.cloudfront.net/074660b6-2dc0-44f8-8b93-c0b133213dae,0,1,1,1ea,159000,8,81
토니모리,퍼스널헤어 컨투어링 스타일 퍼프 [02 다크브라운],https://d33ur1yh5ph6b5.cloudfront.net/2d920e52-7c50-41cc-8b20-98fdc1d951ee,0,1,0,13g,15000,8,81
힐링버드,울트라 볼륨 정수리 픽서 기획세트,https://d33ur1yh5ph6b5.cloudfront.net/d90c9d2e-6b34-4690-beea-a24176a33be9,0,1,0,2ea,18000,8,81
미쟝센,퍼펙트 스타일링 버블 폼 세럼,https://d33ur1yh5ph6b5.cloudfront.net/6836ae2b-e60a-4d97-b2d0-5b4b8b1a73b7,0,1,0,200ml,20000,8,81
나요,블랙 컬링 에센스,https://d33ur1yh5ph6b5.cloudfront.net/949706f2-7716-457b-95f1-5bbfff8df846,0,1,0,150ml,24000,8,81
안나수이,헤어 에센셜 컬 스프레이 [지라솔 글래모로사],https://d33ur1yh5ph6b5.cloudfront.net/25ca637e-8bfd-4d86-915b-761d573b2705,0,1,0,80ml,35000,8,81
데일리비,저스트뱅 헤어픽서,https://d33ur1yh5ph6b5.cloudfront.net/de1583ec-b064-49e5-a683-cdf431693be7,1,0,1,60ml,16500,8,81
토니모리,메이크 에이치디 헤어 왁스 와일드 홀드 클레이,https://d33ur1yh5ph6b5.cloudfront.net/563f030f-3a1d-11e4-ae91-06a6fa0000b9,0,0,1,60g,6800,8,81
이니스프리,돈워리 헤어 꼼꼼컨실러,https://d33ur1yh5ph6b5.cloudfront.net/5b1006d2-39b8-11e4-92f0-06fd000000c2,33,0,0,4g,9000,8,81
더샘,실크 헤어 아르간 컬 크림,https://d33ur1yh5ph6b5.cloudfront.net/64678471-3afd-11e4-a530-06530c0000b4,1,1,0,100ml,7000,8,81
에뛰드하우스,핫 스타일 감쪽 헤어툴즈 감쪽 앞머리,https://d33ur1yh5ph6b5.cloudfront.net/2f107173-3bdf-11e4-ae91-06a6fa0000b9,9,0,0,1ea,11000,8,81
토니모리,베리트렌디 헤어왁스 웨이브,https://d33ur1yh5ph6b5.cloudfront.net/2153571b-3a1d-11e4-ae91-06a6fa0000b9,1,0,0,60g,5900,8,81
더페이스샵,뉴 스타일리스트 헤어젤[하드 타입],https://d33ur1yh5ph6b5.cloudfront.net/440e97ce-3f09-11e4-ae91-06a6fa0000b9,0,0,0,400g,3300,8,81
이니스프리,스타일가든 옆머리왁스,https://d33ur1yh5ph6b5.cloudfront.net/13c361fc-cab9-4a96-ada6-7ca24404fed7,0,0,0,15g,7000,8,81
실크테라피,실크 인 캡슐 헤어 마스크,https://d33ur1yh5ph6b5.cloudfront.net/f04d2455-4811-45d9-9603-778f25748276,7,29,2,24ml,12000,8,81
토니앤가이,3D 볼류마이저,https://d33ur1yh5ph6b5.cloudfront.net/410c9960-f67f-48fe-a43e-8391a90944c0,4,17,47,150ml,18000,8,82
이브로쉐,라즈베리 헤어 식초,https://d33ur1yh5ph6b5.cloudfront.net/495247cb-0f6e-4da3-8c20-753c83305968,2,5,9,150ml,6900,8,82
아이캔디,아이캔디 레인보우 볼륨 S 브러쉬,https://d33ur1yh5ph6b5.cloudfront.net/5bd458e6-2515-4bb4-af2e-8f694b6a2cd6,1,2,8,1ea,15000,8,82
탱글엔젤,헤어브러쉬 오리지널 [핑크],https://d33ur1yh5ph6b5.cloudfront.net/d5ad65c3-9bb6-4e63-aca4-8c865b495fdc,0,4,1,1ea,17900,8,82
이니스프리,리얼 헤어 메이크업 젤리 컨실러 [2호 깊은 밤 에스프레소 브라운],https://d33ur1yh5ph6b5.cloudfront.net/3c5ca1e0-d8e0-4675-a82a-d2ec253212ca,2,3,1,9.5g,12000,8,82
이니스프리,리얼 헤어 메이크업 젤리 컨실러,https://d33ur1yh5ph6b5.cloudfront.net/f102a529-d4a1-43e8-a99d-6c98d3aeb6cf,1,4,0,9.5g,12000,8,82
다이소,샴푸 브러쉬,https://d33ur1yh5ph6b5.cloudfront.net/d151b35a-8c1b-499b-a98f-2136fcc11e95,1,1,2,1ea,1400,8,82
츠바키,츠바키 헤어워터 촉촉한타입 R,https://d33ur1yh5ph6b5.cloudfront.net/f02ca6ea-a73e-40bc-b5ae-01e8548e22b0,0,1,3,220ml,16000,8,82
미쟝센,퍼펙트 리페어 헤어 cc크림,https://d33ur1yh5ph6b5.cloudfront.net/bdabb91e-ac13-4ea5-b416-d55a81d680b1,0,2,0,70ml,13000,8,82
나요,스파클링 탈모완화 스칼프 에너지 세럼,https://d33ur1yh5ph6b5.cloudfront.net/bb4491cf-d6fe-480e-9919-9d23f6318670,0,2,0,20ml,36000,8,82
제니하우스,헤어 핏 커버 쿠션[다크브라운],https://d33ur1yh5ph6b5.cloudfront.net/5c0996d5-2884-4aaa-9b9c-3cbc699885b8,0,2,0,15g,69900,8,82
홀리카홀리카,원더드로잉 헤어라인 메이커[01호 블랙],https://d33ur1yh5ph6b5.cloudfront.net/d21fceb4-3a72-11e4-9866-06f4fe0000b5,6,2,1,0.9g,6900,8,82
미쟝센,퍼펙트 리페어 샴푸린스 세트,https://d33ur1yh5ph6b5.cloudfront.net/524f35ab-3e5f-4e20-8b66-ecad19bb0d7d,0,1,2,2000ml,19000,8,82
올리브영,탱글티저 브러쉬 살롱 엘리트 [보라],https://d33ur1yh5ph6b5.cloudfront.net/4da63f6a-7699-4c97-a20f-2e7eaf5a04e2,1,0,2,50g,24000,8,82
더페이스샵,에티켓프레쉬 인샤워 헤어 리무벌 크림,https://d33ur1yh5ph6b5.cloudfront.net/2d703005-3f09-11e4-92f0-06fd000000c2,0,3,0,100ml,10900,8,82
블링썸(BLINGSOME),퀵 헤어쿠션 [01호 네츄럴 블랙],https://d33ur1yh5ph6b5.cloudfront.net/caf4728e-6312-49ce-9a8e-a50a0b13dc2b,2,1,0,11g,27500,8,82
닥터포헤어,폴리젠 토닉,https://d33ur1yh5ph6b5.cloudfront.net/c665c89d-2a71-4bbc-9530-de1f49470656,1,1,0,120ml,15000,8,82
에뛰드하우스,핫 스타일 감쪽 헤어툴즈 감쪽 똥머리,https://d33ur1yh5ph6b5.cloudfront.net/309bf352-3bdf-11e4-92f0-06fd000000c2,0,0,2,1ea,8000,8,82
프레쉬,헤스페리데스 오 드 퍼퓸,https://d33ur1yh5ph6b5.cloudfront.net/9013fbce-90a8-428f-9ce5-23bc1c5fa0d1,15,118,18,10ml,35000,9,83
프레쉬,프레쉬 라이프 오 드 퍼퓸,https://d33ur1yh5ph6b5.cloudfront.net/6b3a8e68-e1d5-40b1-ae04-320d3fae815f,2,47,14,30ml,72000,9,83
랑방(LANVIN),에끌라 드 아르페쥬 EDP,https://d33ur1yh5ph6b5.cloudfront.net/40cafd7f-74bb-44b4-8028-566aa5b1aacb,52,20,42,30ml,61000,9,83
프레쉬,씨트론 드 빈 오 드 퍼퓸,https://d33ur1yh5ph6b5.cloudfront.net/df26104f-f5a8-48de-88f3-92008cb6532e,4,29,7,30ml,72000,9,83
더페이스샵,소울 시크릿 블라썸,https://d33ur1yh5ph6b5.cloudfront.net/cd5d4f0a-3f08-11e4-a530-06530c0000b4,119,15,27,30ml,14900,9,83
더페이스샵,수지향수,https://d33ur1yh5ph6b5.cloudfront.net/ce80e7f3-3f08-11e4-a530-06530c0000b4,86,2,13,40ml,28900,9,83
랑방(LANVIN),루머 2 로즈 EDP,https://d33ur1yh5ph6b5.cloudfront.net/f8f05c35-fd3e-4984-9c1e-8e22890c00ac,9,9,11,30ml,57000,9,83
다이소,디즈니 프린세스 포켓 퍼퓸 [피치크러시],https://d33ur1yh5ph6b5.cloudfront.net/0ad821d4-46a2-452c-8ab5-844f87e2a197,9,5,12,5g,3000,9,83
랑방(LANVIN),에끌라 드 플레르 EDP,https://d33ur1yh5ph6b5.cloudfront.net/a8721f4f-f0ad-432d-b8f5-d5ccf893a76a,7,4,5,30ml,61000,9,83
셀러버,쉬폰향수 [1926 마릴린],https://d33ur1yh5ph6b5.cloudfront.net/a531ca84-e8e3-42aa-9db1-0c36c9ea2738,2,5,5,80ml,21900,9,83
겐조(KENZO),플라워바이 겐조 우먼 오드뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/af038437-d3a7-464d-86dd-dee9ac3c2cf4,1,3,7,30ml,62000,9,83
랑방(LANVIN),잔느 EDP,https://d33ur1yh5ph6b5.cloudfront.net/a05a95c7-7213-4a8c-a7be-c91dd1561ede,4,3,8,30ml,63000,9,83
불가리,옴니아 아메시스트 우먼 오드뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/75707674-9767-4374-b75b-e86c27b50868,1,5,6,25ml,26000,9,83
다이소,디즈니 프린세스 포켓 퍼퓸 [화이트머스크],https://d33ur1yh5ph6b5.cloudfront.net/8c7ff53c-3e08-4ec6-ae87-55ff864f4947,2,3,7,5g,3000,9,83
엘리자베스 아덴,그린티 센트 스프레이,https://d33ur1yh5ph6b5.cloudfront.net/24278135-9e96-4eda-a59a-917aef8a8dc6,16,6,7,50ml,38000,9,83
더바디샵,화이트 머스크 오 드 뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/ebecbab6-3a42-11e4-9866-06f4fe0000b5,54,2,9,30ml,24000,9,83
지미추,일리싯 플라워 오드뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/17691522-5391-4da4-8a47-174ee356da4a,2,0,0,60ml,98000,9,83
랑방(LANVIN),메리미 EDP,https://d33ur1yh5ph6b5.cloudfront.net/314a8b84-1983-4f04-9525-e0bcbd7c0ac8,7,4,7,30ml,65000,9,83
샤넬,샹스 오 땅드르 스프레이,https://d33ur1yh5ph6b5.cloudfront.net/491dcbfa-4225-11e4-9866-06f4fe0000b5,11,2,7,50ml,116000,9,84
메블릭퍼퓸(MEBLIC PERFUME),케라,https://d33ur1yh5ph6b5.cloudfront.net/1bb88496-1a34-4fda-b1c4-b77e28fe6776,3,3,1,50ml,25000,9,84
조말론,블랙베리 앤 베이 코롱,https://d33ur1yh5ph6b5.cloudfront.net/95a7e6d6-281c-43ae-a6db-e72e8252c04a,1,1,4,100ml,178000,9,84
스쿠데리아 페라리(SCUDERIA FERRARI),라이트 에센스 EDT,https://d33ur1yh5ph6b5.cloudfront.net/3c405bd9-0f70-4def-97cd-93392c80cb46,0,2,1,75ml,57000,9,84
레르드사봉,이노센트 타임 EDT,https://d33ur1yh5ph6b5.cloudfront.net/7f98b38b-64dd-40a9-b00a-59f74ac845d3,2,2,0,50ml,35000,9,84
버버리,비버리힐스 폴로 클럽 클래식 EDT,https://d33ur1yh5ph6b5.cloudfront.net/4816c83b-66c5-43f6-adc8-db1ad07c4f39,0,1,1,50ml,25000,9,84
크리스찬 디올(DIOR),앱솔루틀리 블루밍 - 오 드 퍼퓸,https://d33ur1yh5ph6b5.cloudfront.net/691ae4f1-3943-4d9d-babb-b198582d0961,0,1,1,50ml,147000,9,84
다이소,올리브팜 퍼퓸 컬렉션 [클린솝],https://d33ur1yh5ph6b5.cloudfront.net/09689996-7f45-4cba-977e-dd30b163f581,0,0,2,15ml,2000,9,84
더허브스토리,프로방스 향수,https://d33ur1yh5ph6b5.cloudfront.net/307d9dc9-c1ce-4816-94c2-d637dfa345b9,1,1,0,40ml,15000,9,84
필로소피,어메이징 그레이스 발레로즈 프레그런스 EDT,https://d33ur1yh5ph6b5.cloudfront.net/073a587d-9856-41bb-98f6-1096eec627e6,0,1,0,60ml,69000,9,84
레르드사봉,필링 브리즈 EDT,https://d33ur1yh5ph6b5.cloudfront.net/eeb86573-d0e3-4da8-ac42-b657362a72d3,0,1,0,50ml,35000,9,84
마녀공장,60브릭스 퍼퓸 스틱 [포레스트 가든],https://d33ur1yh5ph6b5.cloudfront.net/d97fde21-f89e-44ba-8da9-3368f0a4547b,0,1,0,3.2g,20000,9,84
홀리카홀리카,오 드 퍼퓸[Blooming (블루밍)],https://d33ur1yh5ph6b5.cloudfront.net/6950b084-034f-40d0-bb8c-92072f41ba9c,0,1,0,30ml,20000,9,84
안나수이,라뉘드보헴,https://d33ur1yh5ph6b5.cloudfront.net/121350db-df02-4e2c-9d1c-b28366fe187b,0,1,0,30ml,51000,9,84
필로소피,어메이징그레이스 프레그런스 EDT,https://d33ur1yh5ph6b5.cloudfront.net/9f0cd054-aac1-4812-b4d8-d4fc41a26cd0,0,0,1,15ml,25000,9,84
더샘,쁘띠 아르도 [드리밍 베이비],https://d33ur1yh5ph6b5.cloudfront.net/b155dea0-eef0-4ab8-bc34-4996a487e9c3,0,0,1,10ml,10000,9,84
돌체앤가바나(D&G),라이트블루 EDT,https://d33ur1yh5ph6b5.cloudfront.net/84ca58a8-abc8-4191-9f67-d11e741efe30,0,0,1,100ml,89000,9,84
다이소,올리브팜 퍼퓸 컬렉션 [그레이프프룻],https://d33ur1yh5ph6b5.cloudfront.net/97e2d993-fe3f-4dda-9688-b6bc77fe92d3,0,0,1,15ml,2000,9,84
클린,웜코튼,https://d33ur1yh5ph6b5.cloudfront.net/511349c1-99a2-47b8-817c-bf37a95382ac,9,5,8,30ml,53000,9,85
딥디크,필로시코스 오드뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/e9160aa1-b40a-403c-a755-2f504ce2b9d6,2,2,0,100ml,110000,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [스윗],https://d33ur1yh5ph6b5.cloudfront.net/f71c3216-cf7c-4131-a1b7-a89464f94d52,0,1,3,50ml,23000,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [해피니스],https://d33ur1yh5ph6b5.cloudfront.net/759ea072-fd61-48ca-b02a-711eef55a5a0,1,1,1,50ml,23000,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [로맨틱],https://d33ur1yh5ph6b5.cloudfront.net/76f55c71-13e0-4609-9a64-1f993909a599,1,1,1,50ml,23000,9,85
에뛰드하우스,컬러풀 센트 롤온,https://d33ur1yh5ph6b5.cloudfront.net/69ac521b-47af-46ab-95e7-b5c1903ed38d,3,0,2,7ml,4900,9,85
겐조(KENZO),겐조 월드 오 드 뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/c27f9dc9-5649-4fb7-b6c3-17c89e24438a,0,1,0,50ml,87000,9,85
다이아몬드 레이라,엔들리스 러브 오 드 퍼퓸,https://d33ur1yh5ph6b5.cloudfront.net/971044b3-1c03-40da-9b6c-8927a92acf5b,0,1,0,50ml,63000,9,85
러쉬(LUSH),로즈 잼,https://d33ur1yh5ph6b5.cloudfront.net/bbea5a36-c850-418e-a3e5-fd6decbebf49,0,1,0,30ml,65000,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [퓨어],https://d33ur1yh5ph6b5.cloudfront.net/90876413-cc7a-4514-93c2-bf92a3a0dfc0,0,1,0,50ml,23000,9,85
원스인어문,마인드퍼퓨머 리프레쉬,https://d33ur1yh5ph6b5.cloudfront.net/58dde6bb-4a00-4302-bac9-38dbb16a5381,0,1,1,80ml,13000,9,85
페레가모,페레가모 인칸토 샤인 30ml,https://d33ur1yh5ph6b5.cloudfront.net/86cef54b-4f99-488c-9662-cbbb00a6fa14,1,0,1,30ml,50100,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [프레쉬],https://d33ur1yh5ph6b5.cloudfront.net/19a0b73b-9aaf-4d08-b233-3de19315ade3,0,0,0,50ml,23000,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [조이풀],https://d33ur1yh5ph6b5.cloudfront.net/85dacbcc-ae9e-45e6-9fe3-6a4835f4d17f,0,0,0,50ml,23000,9,85
더폴린(THE PAULINE),고체향수 [매그놀리아],https://d33ur1yh5ph6b5.cloudfront.net/f48016d1-b46e-46e0-a6d9-559dc696c828,1,0,0,5g,8900,9,85
더바디샵,화이트 머스크 로 오 드 뚜왈렛,https://d33ur1yh5ph6b5.cloudfront.net/6cad9a72-e347-4b58-b1b0-1115340c8dfc,0,0,0,30ml,27000,9,85
에뛰드하우스,컬러풀 센트 오 드 퍼퓸 [클린],https://d33ur1yh5ph6b5.cloudfront.net/a3b6c8cd-c490-4a34-bf76-64931145e35d,0,0,0,50ml,23000,9,85
클린,샤워프레쉬 EDP,https://d33ur1yh5ph6b5.cloudfront.net/650a50a5-85bf-4f50-8480-b0effeac1151,0,0,0,30ml,55000,9,85
멈칫,섬유향수 [소프트블루 솝],https://d33ur1yh5ph6b5.cloudfront.net/1e0d1a4c-9dea-43a9-a3a2-a7c2439dcdb5,8,10,9,70ml,10000,9,86
멈칫,섬유향수 [그린 그레이프],https://d33ur1yh5ph6b5.cloudfront.net/fcc58a6a-734b-43eb-a290-b1ff1f878856,2,5,5,70ml,10000,9,86
더블유드레스룸(W.dressroom),드레스퍼퓸 [No.55 그린그레이프 샤벳],https://d33ur1yh5ph6b5.cloudfront.net/82e6a690-42bc-4eca-814a-d8dd99023f34,2,1,7,150ml,15000,9,86
멈칫,섬유향수 [라이트블루 아쿠아],https://d33ur1yh5ph6b5.cloudfront.net/da232c99-88ac-4c2d-ad83-67808e8e72cb,2,4,1,70ml,10000,9,86
멈칫,섬유향수 [퍼플 머스크],https://d33ur1yh5ph6b5.cloudfront.net/ac7b6937-9ec3-4b38-8a84-85535902d068,0,3,1,70ml,10000,9,86
멈칫,섬유향수 [화이트 코튼],https://d33ur1yh5ph6b5.cloudfront.net/aa22cc23-5991-41b1-b128-1cefe78a546b,2,2,2,70ml,10000,9,86
